year,variable,material,application,level,value
2023,sent for sorting,HDPE,Other,Low,34118.603404909794
2024,sent for sorting,HDPE,Other,Low,34902.31540059294
2025,sent for sorting,HDPE,Other,Low,35782.16926188309
2026,sent for sorting,HDPE,Other,Low,10221.167650139765
2027,sent for sorting,HDPE,Other,Low,11075.61876362121
2028,sent for sorting,HDPE,Other,Low,11142.031717254467
2029,sent for sorting,HDPE,Other,Low,11196.85174546447
2030,sent for sorting,HDPE,Other,Low,11238.90918434991
2031,sent for sorting,HDPE,Other,Low,11267.957126622574
2032,sent for sorting,HDPE,Other,Low,11295.271393490611
2033,sent for sorting,HDPE,Other,Low,11320.843380593542
2034,sent for sorting,HDPE,Other,Low,11344.701793867747
2035,sent for sorting,HDPE,Other,Low,11366.906637101916
2036,sent for sorting,HDPE,Other,Low,11387.479182122363
2037,sent for sorting,HDPE,Other,Low,11406.477906823075
2038,sent for sorting,HDPE,Other,Low,11424.008572272136
2039,sent for sorting,HDPE,Other,Low,11440.366786493154
2040,sent for sorting,HDPE,Other,Low,11455.865602777836
2041,sent for sorting,HDPE,Other,Low,11470.635397476914
2042,sent for sorting,HDPE,Other,Low,11484.766020645695
2014,sent for sorting,HDPE,PTT,Low,10690.092633
2015,sent for sorting,HDPE,PTT,Low,10995.680252592
2016,sent for sorting,HDPE,PTT,Low,12474.67099597619
2017,sent for sorting,HDPE,PTT,Low,12820.683408586758
2018,sent for sorting,HDPE,PTT,Low,11859.214206468714
2019,sent for sorting,HDPE,PTT,Low,12189.36913870105
2020,sent for sorting,HDPE,PTT,Low,14801.812304315887
2021,sent for sorting,HDPE,PTT,Low,14369.155489612134
2022,sent for sorting,HDPE,PTT,Low,18961.210098644326
2023,sent for sorting,HDPE,PTT,Low,25929.67834660505
2024,sent for sorting,HDPE,PTT,Low,22686.403324945997
2025,sent for sorting,HDPE,PTT,Low,19322.641604566088
2026,sent for sorting,HDPE,PTT,Low,12264.71010687278
2027,sent for sorting,HDPE,PTT,Low,13289.892341731103
2028,sent for sorting,HDPE,PTT,Low,13370.438034563611
2029,sent for sorting,HDPE,PTT,Low,13436.222058898642
2030,sent for sorting,HDPE,PTT,Low,13486.691019955844
2031,sent for sorting,HDPE,PTT,Low,13521.548556998245
2032,sent for sorting,HDPE,PTT,Low,13554.325672188692
2033,sent for sorting,HDPE,PTT,Low,13585.012054186205
2034,sent for sorting,HDPE,PTT,Low,13613.642148851966
2035,sent for sorting,HDPE,PTT,Low,13640.28796578532
2036,sent for sorting,HDPE,PTT,Low,13664.975021072922
2037,sent for sorting,HDPE,PTT,Low,13687.77348313529
2038,sent for sorting,HDPE,PTT,Low,13708.810282937318
2039,sent for sorting,HDPE,PTT,Low,13728.440142528489
2040,sent for sorting,HDPE,PTT,Low,13747.038722070149
2041,sent for sorting,HDPE,PTT,Low,13764.762476972255
2042,sent for sorting,HDPE,PTT,Low,13781.71922730101
2014,littering,HDPE,Bottle,Low,18264.96
2015,littering,HDPE,Bottle,Low,18155.37024
2016,littering,HDPE,Bottle,Low,18156.04606993024
2017,littering,HDPE,Bottle,Low,18484.787219580416
2018,littering,HDPE,Bottle,Low,18482.81477268252
2019,littering,HDPE,Bottle,Low,18482.82660736391
2020,littering,HDPE,Bottle,Low,20155.284700355816
2021,littering,HDPE,Bottle,Low,22006.061299797864
2022,littering,HDPE,Bottle,Low,21287.511908201213
2023,littering,HDPE,Bottle,Low,20585.434368550792
2024,littering,HDPE,Bottle,Low,15368.174081788698
2025,littering,HDPE,Bottle,Low,16694.63550350927
2026,littering,HDPE,Bottle,Low,16788.742594978943
2027,littering,HDPE,Bottle,Low,16871.229372430127
2028,littering,HDPE,Bottle,Low,16934.48291976542
2029,littering,HDPE,Bottle,Low,16978.132262481406
2030,littering,HDPE,Bottle,Low,17019.271958425114
2031,littering,HDPE,Bottle,Low,17057.786412249454
2032,littering,HDPE,Bottle,Low,17093.719229526505
2033,littering,HDPE,Bottle,Low,17127.16109262284
2034,littering,HDPE,Bottle,Low,17158.143697444262
2035,littering,HDPE,Bottle,Low,17186.755493815333
2036,littering,HDPE,Bottle,Low,17213.15627503711
2037,littering,HDPE,Bottle,Low,17237.793166349777
2038,littering,HDPE,Bottle,Low,17261.1380250019
2039,littering,HDPE,Bottle,Low,17283.385615849988
2040,littering,HDPE,Bottle,Low,17304.6709623049
2041,littering,HDPE,Bottle,Low,17325.07235822617
2042,littering,HDPE,Bottle,Low,17344.497413850644
2014,littering,HDPE,Other,Low,2334.904
2015,littering,HDPE,Other,Low,2320.894576
2016,littering,HDPE,Other,Low,2320.9790738385764
2017,littering,HDPE,Other,Low,2363.0037267569687
2018,littering,HDPE,Other,Low,2362.7515788394585
2019,littering,HDPE,Other,Low,2362.7530917269632
2020,littering,HDPE,Other,Low,2262.4657542496384
2021,littering,HDPE,Other,Low,2147.2643662745027
2022,littering,HDPE,Other,Low,2197.596112202353
2023,littering,HDPE,Other,Low,2253.024427726786
2024,littering,HDPE,Other,Low,633.7668126336395
2025,littering,HDPE,Other,Low,697.5975891241982
2026,littering,HDPE,Other,Low,701.4791948652548
2027,littering,HDPE,Other,Low,704.9260204308083
2028,littering,HDPE,Other,Low,707.568924277415
2029,littering,HDPE,Other,Low,709.3927128543357
2030,littering,HDPE,Other,Low,711.111641722874
2031,littering,HDPE,Other,Low,712.720880949663
2032,littering,HDPE,Other,Low,714.2222519143021
2033,littering,HDPE,Other,Low,715.6195440885142
2034,littering,HDPE,Other,Low,716.9140819354689
2035,littering,HDPE,Other,Low,718.1095611083873
2036,littering,HDPE,Other,Low,719.2126578333497
2037,littering,HDPE,Other,Low,720.2420544530002
2038,littering,HDPE,Other,Low,721.217466073282
2039,littering,HDPE,Other,Low,722.1470312035603
2040,littering,HDPE,Other,Low,723.0363910127786
2041,littering,HDPE,Other,Low,723.8888172539235
2042,littering,HDPE,Other,Low,724.7004490964765
2014,littering,HDPE,PTT,Low,979.152
2015,littering,HDPE,PTT,Low,973.2770879999998
2016,littering,HDPE,PTT,Low,973.3138127490878
2017,littering,HDPE,PTT,Low,990.9370467235055
2018,littering,HDPE,PTT,Low,990.831307319659
2019,littering,HDPE,PTT,Low,990.8319417560821
2020,littering,HDPE,PTT,Low,1294.9934499494634
2021,littering,HDPE,PTT,Low,1634.4678017003034
2022,littering,HDPE,PTT,Low,1427.0049971897981
2023,littering,HDPE,PTT,Low,1215.1913724168612
2024,littering,HDPE,PTT,Low,769.4508025654989
2025,littering,HDPE,PTT,Low,837.0635231846071
2026,littering,HDPE,PTT,Low,841.7753552608925
2027,littering,HDPE,PTT,Low,845.9112222684348
2028,littering,HDPE,PTT,Low,849.0827090663895
2029,littering,HDPE,PTT,Low,851.2712557456017
2030,littering,HDPE,PTT,Low,853.3339700655264
2031,littering,HDPE,PTT,Low,855.2650569796069
2032,littering,HDPE,PTT,Low,857.0667020581226
2033,littering,HDPE,PTT,Low,858.7434529876513
2034,littering,HDPE,PTT,Low,860.2968984820742
2035,littering,HDPE,PTT,Low,861.7314730091077
2036,littering,HDPE,PTT,Low,863.0551891619453
2037,littering,HDPE,PTT,Low,864.2904652650284
2038,littering,HDPE,PTT,Low,865.4609592084098
2039,littering,HDPE,PTT,Low,866.5764374447498
2040,littering,HDPE,PTT,Low,867.6436693753316
2041,littering,HDPE,PTT,Low,868.6665807837483
2042,littering,HDPE,PTT,Low,869.6405389152975
2014,littering,Pet,Other,Low,1506.388
2015,littering,Pet,Other,Low,1497.3496719999998
2016,littering,Pet,Other,Low,1497.4058641176723
2017,littering,Pet,Other,Low,1524.5185336152942
2018,littering,Pet,Other,Low,1524.3558575983084
2019,littering,Pet,Other,Low,1524.35683365441
2020,littering,Pet,Other,Low,1698.3355637980735
2021,littering,Pet,Other,Low,1891.3484482172116
2022,littering,Pet,Other,Low,2088.6076225106967
2023,littering,Pet,Other,Low,2299.002558664936
2024,littering,Pet,Other,Low,1021.8619194480103
2025,littering,Pet,Other,Low,1116.1091324833121
2026,littering,Pet,Other,Low,1122.3669936051003
2027,littering,Pet,Other,Low,1127.8816308383696
2028,littering,Pet,Other,Low,1132.11027901497
2029,littering,Pet,Other,Low,1135.0283407259103
2030,littering,Pet,Other,Low,1137.7786267556446
2031,littering,Pet,Other,Low,1140.353409439466
2032,littering,Pet,Other,Low,1142.7556031433633
2033,littering,Pet,Other,Low,1144.99127078114
2034,littering,Pet,Other,Low,1147.062531175313
2035,littering,Pet,Other,Low,1148.975297612948
2036,littering,Pet,Other,Low,1150.7402522143223
2037,littering,Pet,Other,Low,1152.3872868867138
2038,littering,Pet,Other,Low,1153.9479458786798
2039,littering,Pet,Other,Low,1155.435249924728
2040,littering,Pet,Other,Low,1156.8582257004516
2041,littering,Pet,Other,Low,1158.2221074457973
2042,littering,Pet,Other,Low,1159.5207185553254
2014,Mechanical recycling,Pet,Other,Low,5733.0
2015,Mechanical recycling,Pet,Other,Low,5733.901719
2016,Mechanical recycling,Pet,Other,Low,5438.573637570423
2017,Mechanical recycling,Pet,Other,Low,4977.491005380631
2018,Mechanical recycling,Pet,Other,Low,5950.194042354073
2019,Mechanical recycling,Pet,Other,Low,6569.062756764513
2020,Mechanical recycling,Pet,Other,Low,6788.013516102438
2021,Mechanical recycling,Pet,Other,Low,6365.101036273952
2022,Mechanical recycling,Pet,Other,Low,10809.92293127567
2023,Mechanical recycling,Pet,Other,Low,11391.104483858493
2024,Mechanical recycling,Pet,Other,Low,10721.665981081638
2025,Mechanical recycling,Pet,Other,Low,12934.93279455757
2026,Mechanical recycling,Pet,Other,Low,14284.640079635255
2027,Mechanical recycling,Pet,Other,Low,15723.877058629645
2028,Mechanical recycling,Pet,Other,Low,7045.2053019283085
2029,Mechanical recycling,Pet,Other,Low,7634.2173190027115
2030,Mechanical recycling,Pet,Other,Low,7680.3183255339045
2031,Mechanical recycling,Pet,Other,Low,7718.106342730746
2032,Mechanical recycling,Pet,Other,Low,7747.096986515742
2033,Mechanical recycling,Pet,Other,Low,7767.1200352229425
2034,Mechanical recycling,Pet,Other,Low,7785.948042355609
2035,Mechanical recycling,Pet,Other,Low,7803.575078470148
2036,Mechanical recycling,Pet,Other,Low,7820.02093195587
2037,Mechanical recycling,Pet,Other,Low,7835.326962415874
2038,Mechanical recycling,Pet,Other,Low,7849.507830564629
2039,Mechanical recycling,Pet,Other,Low,7862.60384745509
2040,Mechanical recycling,Pet,Other,Low,7874.687916379665
2041,Mechanical recycling,Pet,Other,Low,7885.9638041117505
2042,Mechanical recycling,Pet,Other,Low,7896.647302085297
2014,Mechanical recycling,HDPE,Bottle,Low,69614.0
2015,Mechanical recycling,HDPE,Bottle,Low,69632.580654
2016,Mechanical recycling,HDPE,Bottle,Low,66042.59497183928
2017,Mechanical recycling,HDPE,Bottle,Low,60443.499408270975
2018,Mechanical recycling,HDPE,Bottle,Low,72146.77518685567
2019,Mechanical recycling,HDPE,Bottle,Low,79649.914246121
2020,Mechanical recycling,HDPE,Bottle,Low,82304.66391189846
2021,Mechanical recycling,HDPE,Bottle,Low,77176.85006288663
2022,Mechanical recycling,HDPE,Bottle,Low,131070.31553678488
2023,Mechanical recycling,HDPE,Bottle,Low,138117.14186158465
2024,Mechanical recycling,HDPE,Bottle,Low,127256.0527932194
2025,Mechanical recycling,HDPE,Bottle,Low,150515.7651109217
2026,Mechanical recycling,HDPE,Bottle,Low,145704.0267162876
2027,Mechanical recycling,HDPE,Bottle,Low,140899.51681221134
2028,Mechanical recycling,HDPE,Bottle,Low,105382.08235127595
2029,Mechanical recycling,HDPE,Bottle,Low,114191.77247609281
2030,Mechanical recycling,HDPE,Bottle,Low,114884.76153600235
2031,Mechanical recycling,HDPE,Bottle,Low,115450.00722521439
2032,Mechanical recycling,HDPE,Bottle,Low,115883.65906297976
2033,Mechanical recycling,HDPE,Bottle,Low,116183.17052074913
2034,Mechanical recycling,HDPE,Bottle,Low,116464.80613266141
2035,Mechanical recycling,HDPE,Bottle,Low,116728.47718858061
2036,Mechanical recycling,HDPE,Bottle,Low,116974.47976805801
2037,Mechanical recycling,HDPE,Bottle,Low,117203.43248298424
2038,Mechanical recycling,HDPE,Bottle,Low,117415.55464545992
2039,Mechanical recycling,HDPE,Bottle,Low,117611.44922067663
2040,Mechanical recycling,HDPE,Bottle,Low,117792.20676505135
2041,Mechanical recycling,HDPE,Bottle,Low,117960.8752366184
2042,Mechanical recycling,HDPE,Bottle,Low,118120.68256874912
2014,Mechanical recycling,HDPE,Film,Low,13984.0
2015,Mechanical recycling,HDPE,Film,Low,13985.219781
2016,Mechanical recycling,HDPE,Film,Low,13264.630269428235
2017,Mechanical recycling,HDPE,Film,Low,12433.157062626278
2018,Mechanical recycling,HDPE,Film,Low,14752.000716320943
2019,Mechanical recycling,HDPE,Film,Low,16383.327420449108
2020,Mechanical recycling,HDPE,Film,Low,11174.45018189961
2021,Mechanical recycling,HDPE,Film,Low,4304.958821515853
2022,Mechanical recycling,HDPE,Film,Low,6232.598344301444
2023,Mechanical recycling,HDPE,Film,Low,5386.613415919362
2024,Mechanical recycling,HDPE,Film,Low,5148.1362194357425
2025,Mechanical recycling,HDPE,Film,Low,6043.3072479545945
2026,Mechanical recycling,HDPE,Film,Low,6080.051220837037
2027,Mechanical recycling,HDPE,Film,Low,6109.949944094272
2028,Mechanical recycling,HDPE,Film,Low,6132.899556998847
2029,Mechanical recycling,HDPE,Film,Low,6148.750061173845
2030,Mechanical recycling,HDPE,Film,Low,6163.654742174365
2031,Mechanical recycling,HDPE,Film,Low,6177.608906514209
2032,Mechanical recycling,HDPE,Film,Low,6190.628003245316
2033,Mechanical recycling,HDPE,Film,Low,6202.744777936558
2034,Mechanical recycling,HDPE,Film,Low,6213.97082962076
2035,Mechanical recycling,HDPE,Film,Low,6224.338071283159
2036,Mechanical recycling,HDPE,Film,Low,6233.904223280873
2037,Mechanical recycling,HDPE,Film,Low,6242.83059461233
2038,Mechanical recycling,HDPE,Film,Low,6251.288020012268
2039,Mechanical recycling,HDPE,Film,Low,6259.347633685303
2040,Mechanical recycling,HDPE,Film,Low,6267.058468277599
2041,Mechanical recycling,HDPE,Film,Low,6274.44900032624
2042,Mechanical recycling,HDPE,Film,Low,6281.486138712937
2014,Mechanical recycling,HDPE,Other,Low,8847.0
2015,Mechanical recycling,HDPE,Other,Low,8847.777861
2016,Mechanical recycling,HDPE,Other,Low,8391.713210124553
2017,Mechanical recycling,HDPE,Other,Low,7726.74550822711
2018,Mechanical recycling,HDPE,Other,Low,9222.893800320313
2019,Mechanical recycling,HDPE,Other,Low,10182.059162578173
2020,Mechanical recycling,HDPE,Other,Low,10521.420953633697
2021,Mechanical recycling,HDPE,Other,Low,9865.906604805783
2022,Mechanical recycling,HDPE,Other,Low,16755.38054037597
2023,Mechanical recycling,HDPE,Other,Low,17656.2119467123
2024,Mechanical recycling,HDPE,Other,Low,14295.629747864017
2025,Mechanical recycling,HDPE,Other,Low,14698.94260029983
2026,Mechanical recycling,HDPE,Other,Low,15036.58061856805
2027,Mechanical recycling,HDPE,Other,Low,15415.638379235212
2028,Mechanical recycling,HDPE,Other,Low,4403.473225865562
2029,Mechanical recycling,HDPE,Other,Low,4771.587000124526
2030,Mechanical recycling,HDPE,Other,Low,4800.1989623958525
2031,Mechanical recycling,HDPE,Other,Low,4823.816472129258
2032,Mechanical recycling,HDPE,Other,Low,4841.935615892444
2033,Mechanical recycling,HDPE,Other,Low,4854.450021334411
2034,Mechanical recycling,HDPE,Other,Low,4866.217526472232
2035,Mechanical recycling,HDPE,Other,Low,4877.234424383929
2036,Mechanical recycling,HDPE,Other,Low,4887.513082132309
2037,Mechanical recycling,HDPE,Other,Low,4897.07935048961
2038,Mechanical recycling,HDPE,Other,Low,4905.942393762774
2039,Mechanical recycling,HDPE,Other,Low,4914.12740533961
2040,Mechanical recycling,HDPE,Other,Low,4921.679949097709
2041,Mechanical recycling,HDPE,Other,Low,4928.727378590194
2042,Mechanical recycling,HDPE,Other,Low,4935.404563123144
2014,Mechanical recycling,HDPE,PTT,Low,3732.0
2015,Mechanical recycling,HDPE,PTT,Low,3732.672645
2016,Mechanical recycling,HDPE,PTT,Low,3540.462469215903
2017,Mechanical recycling,HDPE,PTT,Low,3240.1630741128
2018,Mechanical recycling,HDPE,PTT,Low,3867.6594702634543
2019,Mechanical recycling,HDPE,PTT,Low,4269.890147179593
2020,Mechanical recycling,HDPE,PTT,Low,4412.208786302479
2021,Mechanical recycling,HDPE,PTT,Low,4137.31567305791
2022,Mechanical recycling,HDPE,PTT,Low,7026.44990448336
2023,Mechanical recycling,HDPE,PTT,Low,7404.217913616641
2024,Mechanical recycling,HDPE,PTT,Low,8168.84957348785
2025,Mechanical recycling,HDPE,PTT,Low,11170.99809560604
2026,Mechanical recycling,HDPE,PTT,Low,9773.73359404991
2027,Mechanical recycling,HDPE,PTT,Low,8324.561133437557
2028,Mechanical recycling,HDPE,PTT,Low,5283.870143532824
2029,Mechanical recycling,HDPE,PTT,Low,5725.538128772252
2030,Mechanical recycling,HDPE,PTT,Low,5760.23874361266
2031,Mechanical recycling,HDPE,PTT,Low,5788.579751192654
2032,Mechanical recycling,HDPE,PTT,Low,5810.322738526357
2033,Mechanical recycling,HDPE,PTT,Low,5825.340027777427
2034,Mechanical recycling,HDPE,PTT,Low,5839.46103176666
2035,Mechanical recycling,HDPE,PTT,Low,5852.681308172447
2036,Mechanical recycling,HDPE,PTT,Low,5865.015696926255
2037,Mechanical recycling,HDPE,PTT,Low,5876.495221131666
2038,Mechanical recycling,HDPE,PTT,Low,5887.130873603615
2039,Mechanical recycling,HDPE,PTT,Low,5896.952884230863
2040,Mechanical recycling,HDPE,PTT,Low,5906.015937284772
2041,Mechanical recycling,HDPE,PTT,Low,5914.472853763981
2042,Mechanical recycling,HDPE,PTT,Low,5922.48547520354
2014,Mechanical recycling,PET,Film,Low,0.0
2015,Mechanical recycling,PET,Film,Low,0.0
2016,Mechanical recycling,PET,Film,Low,4195.9544735838645
2017,Mechanical recycling,PET,Film,Low,3932.937438488365
2018,Mechanical recycling,PET,Film,Low,4666.449206551761
2019,Mechanical recycling,PET,Film,Low,5182.481123204493
2020,Mechanical recycling,PET,Film,Low,6869.539046648652
2021,Mechanical recycling,PET,Film,Low,7892.424506389097
2022,Mechanical recycling,PET,Film,Low,12621.011648761185
2023,Mechanical recycling,PET,Film,Low,12456.541575537676
2024,Mechanical recycling,PET,Film,Low,8941.49974862096
2025,Mechanical recycling,PET,Film,Low,10496.270481714326
2026,Mechanical recycling,PET,Film,Low,10560.08896164721
2027,Mechanical recycling,PET,Film,Low,10612.018326817273
2028,Mechanical recycling,PET,Film,Low,10651.878178661385
2029,Mechanical recycling,PET,Film,Low,10679.408002847797
2030,Mechanical recycling,PET,Film,Low,10705.295076938131
2031,Mechanical recycling,PET,Film,Low,10729.531260114605
2032,Mechanical recycling,PET,Film,Low,10752.14337463047
2033,Mechanical recycling,PET,Film,Low,10773.188297375764
2034,Mechanical recycling,PET,Film,Low,10792.686176330342
2035,Mechanical recycling,PET,Film,Low,10810.692440885894
2036,Mechanical recycling,PET,Film,Low,10827.307335744857
2037,Mechanical recycling,PET,Film,Low,10842.81103346375
2038,Mechanical recycling,PET,Film,Low,10857.50024399564
2039,Mechanical recycling,PET,Film,Low,10871.498521663947
2040,Mechanical recycling,PET,Film,Low,10884.891023993774
2041,Mechanical recycling,PET,Film,Low,10897.727210806537
2042,Mechanical recycling,PET,Film,Low,10909.949609343521
2014,sent for sorting,Pet,Other,Low,16421.260352999998
2015,sent for sorting,Pet,Other,Low,16891.402779258002
2016,sent for sorting,Pet,Other,Low,19191.636081531386
2017,sent for sorting,Pet,Other,Low,19724.13129907945
2018,sent for sorting,Pet,Other,Low,18244.94492957228
